access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,maximum_vehicle_class,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,street_address,zip,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_pricing,ev_renewable_source,ev_workplace_charging,access_days_time_fr,intersection_directions_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids.station,ev_network_ids.posts
24 hours daily,,,2023-12-30,,Public,303541,2023-07-26,,E,,,THE POST STALL 225,888-758-4389,2023-12-30T01:39:43Z,,GPS,49.280846,-123.113845,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978753'],['5365743']
24 hours daily,,,2023-12-30,,Public,303542,2023-07-26,,E,,,THE POST STALL 62/63,888-758-4389,2023-12-30T01:39:44Z,,GPS,49.28099,-123.113138,Vancouver,,1 Hamilton St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979473'],"['23415313', '23415323']"
24 hours daily,,,2023-12-30,,Public,303543,2023-07-26,,E,,,THE POST STALL 56/57,888-758-4389,2023-12-30T01:39:45Z,,GPS,49.281033,-123.11314,Vancouver,,1 Hamilton St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979503'],"['5366773', '5366783']"
24 hours daily,,,2023-12-30,,Public,303544,2023-07-26,,E,,,THE POST STALL 25/26,888-758-4389,2023-12-30T01:39:46Z,,GPS,49.281025,-123.113152,Vancouver,,1 Hamilton St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979713'],"['5367133', '5367143']"
24 hours daily,,,2023-12-30,,Public,303661,2023-07-28,,E,,,CITYOFVANCOUVER COMMERCIAL DC2,888-758-4389,2023-12-30T01:41:00Z,,GPS,49.260445,-123.0702,Vancouver,,1664 E. 11Ave.,V5N 4C4,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13897571'],['23338651']
24 hours daily,,,2023-12-30,,Public,303662,2023-07-28,,E,,,CITYOFVANCOUVER COMMERCIAL DC1,888-758-4389,2023-12-30T01:41:00Z,,GPS,49.260387,-123.07031,Vancouver,,1664 E 11th Ave,V5N 1Y7,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13897611'],['23338701']
24 hours daily,,,2023-12-30,,Public,303681,2023-07-28,,E,,,THE POST STALL 13/14,888-758-4389,2023-12-30T01:39:42Z,,GPS,49.2808,-123.113853,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978293'],"['5365133', '5365143']"
24 hours daily,,,2023-12-30,,Public,303682,2023-07-28,,E,,,THE POST STALL 19/20,888-758-4389,2023-12-30T01:39:42Z,,GPS,49.280818,-123.113866,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978403'],"['5365303', '5365313']"
24 hours daily,,,2023-12-30,,Public,303683,2023-07-28,,E,,,THE POST STALL-30,888-758-4389,2023-12-30T01:39:42Z,,GPS,49.280807,-123.113845,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978423'],['5365333']
24 hours daily,,,2023-12-30,,Public,303684,2023-07-28,,E,,,THE POST STALL 234/235,888-758-4389,2023-12-30T01:39:43Z,,GPS,49.280848,-123.113861,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978673'],"['5365593', '5365603']"
24 hours daily,,,2023-12-30,,Public,303686,2023-07-28,,E,,,IPCC REEF PARK P3 #1,888-758-4389,2023-12-30T01:39:59Z,,GPS,49.281687,-123.117603,Vancouver,,733 Seymour St,V6B 5J3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4991623'],"['5380663', '5380673']"
24 hours daily,,,2023-12-30,,Public,303687,2023-07-28,,E,,,IPCC REEF PARK P1 #2,888-758-4389,2023-12-30T01:39:59Z,,GPS,49.281693,-123.117593,Vancouver,,733 Seymour St,V6B 4N7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4991643'],"['5380703', '5380713']"
24 hours daily,,,2023-12-30,,Public,303688,2023-07-28,,E,,,IPCC REEF PARK P1 #1,888-758-4389,2023-12-30T01:40:00Z,,GPS,49.281677,-123.117621,Vancouver,,733 Seymour St,V6B 5J3,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4993073'],"['5382193', '5382203']"
24 hours daily,,,2023-12-29,,Public,303697,2023-07-28,,E,,,3050 Highway 93/95 Windermere,888-356-8911,2023-12-29T11:43:28Z,,GPS,50.4582,-115.963683,Windermere,,3050 Highway 93/95,V0B 2L2,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['39688067-6d51-49c4-b0a2-0b9f56a4dda5'],"['0b1ed8b6-439b-4519-9ff7-82644b0f03a3', '4397498b-9945-4faf-bd05-8266c75d583a', '6014c275-84ad-4da0-b501-2801406efb2c', 'dc97d591-558d-4026-bcc1-310946c3588c']"
24 hours daily,,,2023-12-30,,Public,303876,2023-08-01,,E,,,BROADSTREET PORTVIEW #7,888-758-4389,2023-12-30T01:40:58Z,,GPS,49.241558,-124.792407,Port Alberni,,3553 Anderson Ave,V9Y 3L6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13812153'],"['23413193', '23413203']"
24 hours daily,,,2023-12-30,,Public,303877,2023-08-01,,E,,,BROADSTREET PORTVIEW #5,888-758-4389,2023-12-30T01:40:58Z,,GPS,49.241357,-124.79359,Port Alberni,,3593 Anderson Ave,V9Y 5A7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13812243'],"['23413173', '23413183']"
24 hours daily,,,2023-12-29,,Public,303888,2023-08-01,,E,,,JPD/SOF - Port Coquitlam,888-356-8911,2023-12-29T11:43:28Z,,GPS,49.258077,-122.746906,Port Coquitlam,,2385 Ottawa St,V3B 8A4,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['0194c001-6219-422c-b1c9-740e1a694719'],"['1977ca86-0864-4ff7-99b1-4a77bba3ad76', '2fe03053-779c-457d-96f7-b5b057c9231a', '5cc1240b-7266-4d14-989b-0db2415ebcd4', '5f442810-c87c-4eb3-8a9e-e79d4d2c9a75']"
24 hours daily,,,2023-12-30,,Public,303961,2023-08-02,,E,,,MARINE GATEWAY. 60A - 9/11,888-758-4389,2023-12-30T01:39:41Z,,GPS,49.2101,-123.115364,Vancouver,,450 SW Marine Dr,V5X 4V2,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978183'],"['23365333', '23365343']"
24 hours daily,,,2023-12-29,,Public,303970,2023-08-02,,E,,,Village of Kaslo - Vimy Park Municipal Campground,888-356-8911,2023-12-29T11:43:27Z,,GPS,49.909047,-116.898763,Kaslo,,503 2nd St,V0G 1M0,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['bee71731-0de5-4332-89fe-054dd19812f7'],"['cabf048f-8f71-4bd3-842f-51f4edd7d16a', 'f41e3dfb-03a8-47b5-9137-0d3f73457451']"
24 hours daily,,A D Debit M V,2023-08-10,,Public,304407,2023-06-21,P,E,False,,Swtch Energy,,2023-08-10T20:39:45Z,REC_SPORTS_FACILITY,GPS,49.12644376,-122.3211397,Mission,,32670 Dyke Rd,V0M 1H0,['J1772COMBO'],2.0,,,SWTCH,https://swtchenergy.com/,$30 per hour for public use; $10 per hour for internal use,,False,,,Public,"30 $/h pour le public, 10 $/h pour l'utilisateur interne",,
24 hours daily,,,2023-12-29,,Public,306313,2023-08-03,,E,,,Whitewater Ski Resort,888-356-8911,2023-12-29T11:43:29Z,,GPS,49.446283,-117.148992,Nelson,,4798 Whitewater Ski Hill Rd,V1L 5R3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['e2bb6116-859f-49e8-a08b-499f55f7aaac'],"['1eda3cc3-9f2b-4311-8f00-1b51aa2d07a5', '8c6e1665-ac6b-4704-8d02-f04646f244d3']"
24 hours daily,,,2023-12-30,,Public,306374,2023-08-04,,E,,,THE POST STALL 3/4,888-758-4389,2023-12-30T01:39:40Z,,GPS,49.281146,-123.113209,Vancouver,,600 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978063'],"['5364763', '5364773']"
24 hours daily,,,2023-12-30,,Public,306375,2023-08-04,,E,,,THE POST P2 - STALL 8,888-758-4389,2023-12-30T01:39:41Z,,GPS,49.280816,-123.113893,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978263'],['5365083']
24 hours daily,,,2023-12-30,,Public,306386,2023-08-04,,E,,,BROADSTREET PORTVIEW #8,888-758-4389,2023-12-30T01:40:58Z,,GPS,49.241565,-124.792503,Port Alberni,,3553 Anderson Ave,V9Y 3L6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13812173'],"['23237583', '23237593']"
24 hours daily,,,2023-12-30,,Public,306387,2023-08-04,,E,,,BROADSTREET PORTVIEW #6,888-758-4389,2023-12-30T01:40:58Z,,GPS,49.241119,-124.793633,Port Alberni,,3553 Anderson Ave,V9Y 5A7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13812183'],"['23237603', '23237613']"
24 hours daily,,,2023-12-29,,Public,306397,2023-08-04,,E,,,Airport Executive Park,888-356-8911,2023-12-29T11:43:27Z,,GPS,49.188157,-123.105608,Richmond,,10991 Shell Bridge Way,V6X 3C6,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['441337be-bd83-46c6-8131-25d49720012e'],"['f39d18a0-dd42-40b2-b1b6-d26c07ed83c0', 'f73f5ea7-1049-40c1-bcf3-470833bb1554']"
24 hours daily,,,2023-12-30,,Public,306534,2023-08-08,,E,,,TOWN LADYSMITH ROBERTS 2,888-758-4389,2023-12-30T01:40:56Z,,GPS,48.992644,-123.815435,Ladysmith,,17 Roberts St,V9G 1A1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13629343'],"['23114333', '23114343']"
24 hours daily,,,2023-12-30,,Public,306599,2023-08-09,,E,,,TOWN LADYSMITH ROBERTS 1,888-758-4389,2023-12-30T01:40:56Z,,GPS,48.992758,-123.81559,Ladysmith,,17 Roberts St,V9G 1A1,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13629323'],"['23114313', '23114323']"
24 hours daily,,,2023-12-29,,Public,306613,2023-08-09,,E,,,Big White Ski Resort,888-356-8911,2023-12-29T11:43:29Z,,GPS,49.716086,-118.926505,Kelowna,,300 Happy Valley Way,V1P 1P3,"['CHADEMO', 'J1772COMBO']",2.0,,,FLO,https://flo.ca/,,,False,,,Public,,['f36d5f6f-fc34-45e1-b392-e4ade8d90b0a'],"['760cbe78-457e-4dd9-9e89-99fc44309614', 'f0f164cf-dd33-4181-a887-c013b69fa03a']"
24 hours daily,,,2023-12-29,,Public,306616,2023-08-09,,E,,,Garrison Marketplace - 5535 Vedder Road,888-356-8911,2023-12-29T11:43:29Z,,GPS,49.102699,-121.963474,Chilliwack,,5535 Vedder Rd,V2R 6H8,['J1772'],,,4.0,FLO,https://flo.ca/,,,False,,,Public,,['5b4e3f29-ee01-4c75-9671-f36ba1389074'],"['2e190b1a-e09c-488d-959b-580ccff30233', '42a7723e-becc-4770-abe5-b73500097386', '6de29c7d-f703-4cf0-a7f3-99968b38fe51', 'ebed567f-3f44-4541-9e9e-0e5ef156d3b4']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-10-12,,Public - Credit card at all times,306853,2023-08-10,P,E,False,LD,Best Western Plus Gateway To The Falls,888-927-0808,2023-10-12T19:39:16Z,HOTEL,GPS,51.6513334241041,-120.043484822463,Clearwater,,358 Eden Rd,V0E 1N1,['J1772'],,,2.0,Non-Networked,,,,False,24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-29,,Public,307130,2023-08-16,,E,,,Honda Chilliwack - SmartDC - 50kW,888-356-8911,2023-12-29T11:43:31Z,,GPS,49.14445614623504,-121.9820077553856,Chilliwack,,44954 Yale Rd,V2R 0G5,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['c9062461-7211-41d9-a637-ae1408e36120'],['96005f2a-551f-4306-939f-5e4a2f3dbcac']
24 hours daily,,,2023-12-29,,Public,307131,2023-08-16,,E,,,Tyee Chevrolet-Buick-GMC Ltd - DC,888-356-8911,2023-12-29T11:43:31Z,,GPS,50.02820217957348,-125.2489449624095,Campbell River,,570 13th Ave,V9W 4G8,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['1dd96a25-3c7d-481d-ab8e-bcc7d4fa2b3e'],['432a613c-25b2-45fd-b49f-1cbb35f5d30a']
24 hours daily,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,307135,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.27456,-123.092393,Vancouver,,1200 Thorton St,V6A 3V9,"['CHADEMO', 'J1772COMBO']",2.0,,,ChargePoint Network,http://www.chargepoint.com/,$.21 per minute,NONE,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,$.21 par minute,,
24 hours per day,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,307136,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,STREET_PARKING,GPS,49.26045,-123.070247,Vancouver,,1664 11th Ave,V5N 4C4,['CHADEMO'],1.0,,,ChargePoint Network,http://www.chargepoint.com/,$.21 a minute,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,$.21 par minute,,
24 hours per day,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,307137,,LG,E,False,,City of Vancouver,855-900-7584,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.229911,-123.1400211,Vancouver,,646 E 44th Ave,V5W 2Z8,"['CHADEMO', 'J1772COMBO']",4.0,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$.21 a minute,,False,Accessible 24 heures par jour,,Public - Carte de crédit en tout temps,$.21 par minute,,
6:00-21:00 daily,CREDIT_CARD_ALWAYS,EFS,2023-09-14,,Public - Credit card at all times,307138,,LG,E,False,,City of Vancouver,855-900-7585,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.2760425,-123.0711847,Vancouver,,1001 Cotton Dr,V5L 3X1,['J1772'],,,1.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,$2.00 an hour,,False,6:00-21:00 par jour,,Public - Carte de crédit en tout temps,$2.00 par heure,,
24 hours daily,,,2023-12-29,,Public,307465,2023-08-18,,E,,,1700 West Broadway,888-356-8911,2023-12-29T11:43:30Z,,GPS,49.263454,-123.14425,Vancouver,,1700 West Broadway,V6J 1Y1,['J1772'],,,5.0,FLO,https://flo.ca/,,,False,,,Public,,['1c728261-5fca-40eb-85be-49013acda804'],"['2a53ada3-343d-4157-9425-c2d2994dfe27', '2df047b7-74f4-45ac-9f70-0799630a7718', 'bfc957e3-a6a9-45c5-80b8-35d361391a73', 'e4e1d20b-4715-4f68-999b-9f903e645307', 'f521bd81-41e0-407f-8506-13810b16c652']"
24/7,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2023-09-14,,Public - Credit card at all times,307560,2023-07-13,J,E,False,HD,HoneyBadger Charging,604-836-1824,2023-09-14T13:23:27Z,PUBLIC,200-8,48.46462,-123.32153,Victoria,Cul-de-sac off of Gordon Head Road.,"1854 Emery Pl, Victoria BC, V8P 3A2",V8P 3A2,['J1772'],,,1.0,HONEY_BADGER,https://www.badgercharging.ca,$0.20,NONE,False,,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-29,,Public,307985,2023-08-26,,E,,,EasyPark - Lot 27 - 775 Hamilton St,888-356-8911,2023-12-29T11:43:32Z,,GPS,49.279297,-123.115283,Vancouver,,775 Hamilton St,V6B 6B3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['5c774d6c-2314-47c0-a558-8741797cce0c'],"['14d4f622-d717-4ea1-9696-3560eb34d831', '5e200cc5-c67a-4ba6-ade7-1b6385616b18']"
24 hours daily,,,2023-12-29,,Public,307988,2023-08-26,,E,,,Sullivan Motor Products - Smart DC,888-356-8911,2023-12-29T11:43:33Z,,GPS,54.39313544344434,-126.6670119022344,Houston,,2760 Yellowhead Highway 16 West,V0J 1Z0,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['f47fe513-e89c-4c96-9b41-0c8c7707086b'],['862fab73-8c7c-44e8-970b-dfd314d876c8']
24 hours daily,,,2023-12-30,,Public,308052,2023-08-29,,E,,,THE POST STALL 16/17,888-758-4389,2023-12-30T01:39:45Z,,GPS,49.280822,-123.113857,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979583'],"['5366933', '5366943']"
24 hours daily,,,2023-12-29,,Public,308072,2023-08-29,,E,,,Strata Plan LMS3942 - The Lions,888-356-8911,2023-12-29T11:43:32Z,,GPS,49.180152,-123.103622,Vancouver,,1367 Alberni St,V6E 4R9,['J1772'],,,10.0,FLO,https://flo.ca/,,,False,,,Public,,['eb35eef9-f1ce-479a-ad26-f575a0097d8d'],"['02a98a98-d52b-4b35-b410-39d31d433167', '0f0b988f-494e-4338-ae57-e1a4774431af', '1abb339a-279d-408f-bd0a-febcf2990bd4', '2b4280a7-364b-4810-9a60-921d69303f05', '54fed625-b5d4-42c2-91df-974da2783d0c', '61c2983f-23d2-4df0-ae4a-068f0840c8f4', '90017385-6925-4cce-b31e-19d6fb1e1e62', 'a01c4b8d-c1d3-497e-a849-acbba14f592b', 'a2983bb4-2c97-40dc-a08a-ae3c3a3950f4', 'c833a905-21ce-412d-b35c-9d429ad7adac']"
24 hours daily,,,2023-12-29,,Public,308073,2023-08-29,,E,,,Tyee Chevrolet-Buick-GMC Ltd - 1,888-356-8911,2023-12-29T11:42:14Z,,GPS,50.028492786576,-125.248715053777,Campbell River,,570th avenue,V9W 4G8,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['81863d82-b6a6-41e5-93c4-afebd743d37f'],"['5d0f5650-658b-4fa8-b623-014df6236ec9', '81f6c754-aeea-452d-9f01-bcd1478f6599']"
24 hours daily,,,2023-12-30,,Public,308248,2023-08-31,,E,,,CNV LAWN BOWLING,888-758-4389,2023-12-30T01:40:56Z,,GPS,49.331036,-123.066956,North Vancouver,,249 24th St E,V7L 3E7,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13629133'],"['23114113', '23114123']"
24 hours daily,,,2023-12-30,,Public,308385,2023-09-01,,E,,,THE POST STALL 5/6,888-758-4389,2023-12-30T01:39:41Z,,GPS,49.280811,-123.113835,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978213'],"['5364993', '5365003']"
24 hours daily,,,2023-12-29,,Public,308401,2023-09-01,,E,,,Thompson Rivers University - Parking Lot F,888-356-8911,2023-12-29T11:43:33Z,,GPS,50.67043,-120.36491,Kamloops,,805 TRU Way,V2C 0C8,['J1772'],,,16.0,FLO,https://flo.ca/,,,False,,,Public,,['49a531e8-1bce-4b08-abe3-8ea7ff94415c'],"['0f443532-1936-4efc-aa34-41d4abd621a3', '1377b447-657f-4051-8b88-18e2c1967f2a', '14479638-7b7c-4446-ad6f-04f27a7c46a0', '157dbbba-f56f-46ea-9773-bb69d187622b', '45b5d9b6-c31c-4cdd-abd0-f16cfd201d7a', '66f99145-d4b1-4b5e-9cb7-35f857b0e110', '84aca999-b959-4b54-bada-732c8316cf06', '8b18790c-6927-46ce-ae33-a30652bcb03a', 'a3f557f3-92f2-4cf6-96a6-f62ae1d34f89', 'abea8665-8584-4811-9cb2-464452f00ed8', 'ba59288c-07bf-4d36-8afc-4fb1bebf8114', 'db8c5eed-2a40-4833-b112-994b7265f40a', 'deb7d23e-dae6-433e-9dd0-f5e073acb25e', 'ef0c01e8-ef7a-4432-933c-d98fef285a7d', 'fb208ebd-bd25-4497-8a11-e08079667457', 'ffc7f672-a577-451a-b742-25e4c89b5217']"
24 hours daily,,,2023-12-29,,Public,308510,2023-09-02,,E,,,Courthouse - 45915 Princess Av,888-356-8911,2023-12-29T11:43:34Z,,GPS,49.171119,-121.954982,Chilliwack,,45915 Princess Avenue,V2R 3V3,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['8e0025cd-c64f-4fbc-93b2-f24aeeff06b7'],"['9e471f54-04fd-4086-bd88-0471ce2fd1af', 'b57202a6-2bb3-4f92-8616-18cfcc10bed7']"
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-09-14,,Public - Credit card at all times,308513,2023-08-31,P,E,False,LD,Subway - Tesla Supercharger,877-798-3752,2023-09-14T13:23:27Z,RESTAURANT,GPS,51.31684,-116.97271,Golden,,1402 Trans-Canada Hwy,V0A 1H1,['TESLA'],8.0,,,Tesla,https://www.tesla.com/supercharger,,,False,24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-09-14,,Public - Credit card at all times,308514,2023-08-31,P,E,False,LD,Real Canadian Superstore - Tesla Supercharger,877-798-3752,2023-09-14T13:23:27Z,PARKING_LOT,GPS,49.139543,-122.845187,Surrey,,7550 King George Blvd,V3W 2T2,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,False,24 heures par jour,,Public - Carte de crédit en tout temps,,,
24 hours daily,,,2023-12-30,,Public,308604,2023-09-06,,E,,,THE POST STALL 18/19,888-758-4389,2023-12-30T01:39:45Z,,GPS,49.280795,-123.11382,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979573'],"['5366913', '5366923']"
24 hours daily,,,2023-12-30,,Public,308605,2023-09-06,,E,,,THE POST STALL 27/28,888-758-4389,2023-12-30T01:39:46Z,,GPS,49.280855,-123.113826,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979703'],"['5367113', '5367123']"
24 hours daily,,,2023-12-30,,Public,308665,2023-09-07,,E,,,THE POST STALL 226/227,888-758-4389,2023-12-30T01:39:43Z,,GPS,49.280829,-123.113843,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4978743'],"['5365723', '5365733']"
24 hours daily,,,2023-12-30,,Public,308666,2023-09-07,,E,,,THE POST STALL 66/67,888-758-4389,2023-12-30T01:39:44Z,,GPS,49.28098,-123.11316,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979453'],"['23424543', '23424553']"
24 hours daily,,,2023-12-30,,Public,308667,2023-09-07,,E,,,THE POST STALL 60/61,888-758-4389,2023-12-30T01:39:44Z,,GPS,49.281065,-123.113081,Vancouver,,658 Homer St,V6B 2R4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL4979483'],"['23415293', '23415303']"
24 hours daily,,,2023-12-29,,Public,308673,2023-09-07,,E,,,Wesgroup Properties - 4010 Main St,888-356-8911,2023-12-29T11:43:34Z,,GPS,49.249188,-123.100834,Vancouver,,4010 Main St,V5V 1Z6,['J1772'],,,2.0,FLO,https://flo.ca/,,,False,,,Public,,['a169340d-e718-4468-815e-6e8b5fbe2f7f'],"['1855de9b-c7c7-47d9-99e9-d569c4c573a3', 'a0ea5a6c-4baa-4dec-ad30-7f541ef29086']"
24 hours daily,,,2023-12-30,,Public,308732,2023-09-08,,E,,,NSS AND AW ST-1-2,888-758-4389,2023-12-30T01:41:07Z,,GPS,49.044395,-122.793072,Surrey,,2337 King George Blvd,V4A 5A4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13939093'],"['23387753', '23387763']"
24 hours daily,,,2023-12-30,,Public,308733,2023-09-08,,E,,,NSS AND AW ST-3-4,888-758-4389,2023-12-30T01:41:07Z,,GPS,49.044317,-122.793254,Surrey,,2337 King George Blvd,V4A 5A4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13939103'],"['23387773', '23387783']"
24 hours daily,,,2023-12-30,,Public,308734,2023-09-08,,E,,,NSS AND AW ST-5-6,888-758-4389,2023-12-30T01:41:07Z,,GPS,49.044353,-122.793179,Surrey,,2337 King George Blvd,V4A 5A4,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13939113'],"['23387793', '23387803']"
24 hours daily,,,2023-12-29,,Public,308839,2023-09-09,,E,,,Destination Honda Burnaby - 50kw Fast Charger,888-356-8911,2023-12-29T11:43:35Z,,GPS,49.265811,-123.008801,Burnaby,,4278 Lougheed Hwy,V5C 3Y5,"['CHADEMO', 'J1772COMBO']",1.0,,,FLO,https://flo.ca/,,,False,,,Public,,['fa5e4f8d-582d-44f0-9d16-90bfdbbe9db7'],['f2ce2dd1-24e4-43eb-bacf-fd3f4e3d02e3']
24 hours daily,,,2023-12-30,,Public,310766,2023-09-15,,E,,,RDN NANOOSE HALL,888-758-4389,2023-12-30T01:41:09Z,,GPS,49.272507,-124.191734,Nanoose Bay,,2925 NW Bay Rd,V9P 9E6,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,False,,,Public,,['CACPIL13941383'],"['23390533', '23390543']"
24 hours daily,,,2023-12-29,,Public,311124,2023-09-20,,E,,,Hycroft Medical Building (3195 Granville St),888-356-8911,2023-12-29T11:43:36Z,,GPS,49.2572464513724,-123.139260312756,Vancouver,,3195 Granville St,V6H 3K2,['J1772'],,,3.0,FLO,https://flo.ca/,,,False,,,Public,,['88fd9f0e-b69d-41cb-a863-43c0c7a36429'],"['0456c573-5af8-47a8-9efa-a2465778462e', '2798bcee-09cd-421a-9e15-e3a7a98fd8a6', '32db646f-4f57-4b71-9b5e-ebe50ff94c4b']"
